1	0	2884686000	999884901.7	0.000011645	0	2500000	3
2	0	2886568000	999881245.6	0.00014613	0	2500000	3
3	0	2889658000	999896476.7	0.00044413	0	2500000	3
4	0	2893892000	999886117.8	0.000423355	0	2500000	3
5	0	2899175000	999827526.7	0.0012908	0	2500000	3
6	0	2905392000	999841950.5	0.0006099	0	2500000	3
7	0	2912404000	999748435.9	0.00429965	0	2500000	3
8	0	2920052000	999735561.8	0.000253375	0	2500000	3
9	0	2928159000	999705819.5	0.0088725	0	2500000	3
10	0	2936533000	999466030.9	0.0006831	0	2500000	3
11	0	2944972000	999311545.4	0.0185755	0	2500000	3
12	0	2953267000	999152680.2	0.0131645	0	2500000	3
13	0	2961211000	998983560.6	0.0304375	0	2500000	3
14	0	2968595000	998825069	0.0948	0	2500000	3
15	0	2975226000	998675000.4	0.05312	0	2500000	3
16	0	2980924000	998454393.1	0.7241	0	2500000	3
17	0	2985538000	998387035.7	0.08415	0	2500000	3
18	0	2988938000	998412753.3	10.0097	0	2500000	3
19	0	2991061000	998700531.9	0.3583	0	2500000	3
20	0	2991991000	999418604.7	1007.46	0	2500000	3
161	0	5113051000	30589.10935	0.00011558	0	2500000	3
162	0	5117325000	7682.943804	0.016388	0	2500000	3
163	0	5124342000	7.667999944	0.00058775	0	2500000	3
164	0	5133942000	7.632999944	0.06496	0	2500000	3
165	0	5145924000	1337.998292	0.012541	0	2500000	3
166	0	5160042000	956.6991258	0.16019	0	2500000	3
167	0	5176022000	729.5994908	0.09777	0	2500000	3
168	0	5193566000	585.4996715	0.268265	0	2500000	3
169	0	5212358000	490.5997689	0.5734	0	2500000	3
170	0	5232076000	427.7998239	0.215715	0	2500000	3
171	0	5252401000	387.8998548	2.2715	0	2500000	3
172	0	5273025000	366.6998699	0.020041	0	2500000	3
173	0	5293641000	367.2998691	6.5206	0	2500000	3
174	0	5313935000	383.099857	4.12705	0	2500000	3
175	0	5333546000	427.8998209	17.4825	0	2500000	3
176	0	5352025000	520.9997331	138.5	0	2500000	3
177	0	5368816000	709.0995031	176.52	0	2500000	3
178	0	5383203000	1132.998724	49.738	0	2500000	3
181	0	5394401000	2359.994437	0.0009243	0	2500000	3
184	0	5401565000	9009.918593	1.82835	0	2500000	3
197	0	5485024000	1624883820	1.10405E-06	0	2500000	3
198	0	5485634000	1572135547	1.9665E-06	0	2500000	3
199	0	5486643000	1409706203	7.1065E-07	0	2500000	3
200	0	5488014000	1278427733	1.23335E-06	0	2500000	3
203	0	5489727000	1455279934	0.000000509	0	2500000	3
204	0	5491732000	1495667517	1.98355E-06	0	2500000	3
205	0	5493990000	1072647625	2.8808E-07	0	2500000	3
206	0	5496436000	1651429659	2.0387E-06	0	2500000	3
207	0	5499018000	1665939941	9.2105E-07	0	2500000	3
208	0	5501668000	1487526737	1.2485E-07	0	2500000	3
209	0	5504319000	1490096588	7.617E-08	0	2500000	3
210	0	5506901000	1579616353	3.07885E-06	0	2500000	3
213	0	5509341000	1719219958	1.40545E-06	0	2500000	3
214	0	5511573000	1618897054	1.30135E-06	0	2500000	3
215	0	5513524000	1492089303	3.17535E-07	0	2500000	3
216	0	5515133000	1397171361	1.8734E-06	0	2500000	3
217	0	5516332000	1050843012	1.7281E-06	0	2500000	3
218	0	5517081000	1650462380	3.5333E-07	0	2500000	3
221	0	5528158000	1605986183	3.9332E-08	0	2500000	3
222	0	5528168000	1340823175	3.02615E-06	0	2500000	3
21	1	3388911000	6750341.235	6.3415	0	2500000	3
22	1	3388922000	6733693.323	6.3415	90	2500000	3
23	1	3394697000	1552309.278	16.0595	0	2500000	3
24	1	3394705000	1550320.038	16.0595	90	2500000	3
25	1	3404279000	591967.3642	97.67	0	2500000	3
26	1	3404284000	591368.7885	97.67	90	2500000	3
27	1	3417553000	266892.7625	65.325	0	2500000	3
28	1	3417559000	266593.0966	65.325	90	2500000	3
29	1	3434402000	126876.0568	302.05	0	2500000	3
30	1	3434407000	126776.0835	302.05	90	2500000	3
31	1	3454641000	59904.73638	601.6	0	2500000	3
32	1	3454645000	59894.7376	601.6	90	2500000	3
33	1	3478050000	26798.9631	163.45	0	2500000	3
34	1	3478054000	26788.96339	163.45	90	2500000	3
35	1	3504295000	10719.83695	1640.5	0	2500000	3
36	1	3504303000	10709.83742	1640.5	90	2500000	3
37	1	3532687000	4307.974188	6.355	0	2500000	3
38	1	3532690000	4310.974137	6.355	90	2500000	3
39	1	3559471000	818.9990943	2429.15	0	2500000	3
40	1	3559477000	818.8990942	2429.15	90	2500000	3
41	1	3571185000	49.32999682	1002.15	0	2500000	3
42	1	3571188000	49.32999682	1002.15	90	2500000	3
43	1	3579486000	43.77999749	145.1	0	2500000	3
44	1	3579490000	43.77999749	145.1	90	2500000	3
45	1	3604677000	36.65999823	4763.5	0	2500000	3
46	1	3604682000	36.65999823	4763.5	90	2500000	3
47	1	3639236000	409.4997824	1152.675	0	2500000	3
48	1	3639238000	409.2997827	1152.675	90	2500000	3
49	1	3676344000	350.0998447	25530	0	2500000	3
50	1	3676354000	349.8998445	25530	90	2500000	3
51	1	3714723000	314.7998769	3706.5	0	2500000	3
52	1	3714725000	314.7998769	3706.5	90	2500000	3
53	1	3753427000	288.7998985	429372	0	2500000	3
54	1	3753429000	288.6998985	429372	90	2500000	3
55	1	3791047000	268.099914	586350	0	2500000	3
56	1	3791051000	267.999914	586350	90	2500000	3
57	1	3824988000	251.499925	72010	0	2500000	3
58	1	3824995000	251.499925	72010	90	2500000	3
59	1	3852790000	240.0999325	8959.2	0	2500000	3
60	1	3852795000	240.0999325	8959.2	90	2500000	3
61	1	3877877000	13.81999978	17520.38	0	2500000	3
62	1	3877882000	13.81999978	17520.38	90	2500000	3
63	1	3907324000	13.28999981	1566.49	0	2500000	3
64	1	3907331000	13.28999981	1566.49	90	2500000	3
65	1	3942602000	12.81999983	11861.92	0	2500000	3
66	1	3942607000	12.81999983	11861.92	90	2500000	3
67	1	3982988000	206.299961	1009.7	0	2500000	3
68	1	3982991000	206.299961	1009.7	90	2500000	3
69	1	4009369000	241.9999258	15078.105	0	2500000	3
70	1	4009372000	241.9999258	15078.105	90	2500000	3
71	1	4052041000	370.9998621	374.8	0	2500000	3
72	1	4052043000	370.9998622	374.8	90	2500000	3
73	1	4087667000	383.2998566	10875.5	0	2500000	3
74	1	4087668000	383.1998566	10875.5	90	2500000	3
75	1	4120938000	415.9998349	8137.5	0	2500000	3
76	1	4120939000	415.9998349	8137.5	90	2500000	3
77	1	4151719000	461.2998014	6549.5	0	2500000	3
78	1	4151721000	461.2998013	6549.5	90	2500000	3
79	1	4179853000	518.4997541	31696.5	0	2500000	3
80	1	4179854000	518.4997542	31696.5	90	2500000	3
81	1	4205239000	588.5996891	631.75	0	2500000	3
82	1	4205240000	588.4996892	631.75	90	2500000	3
83	1	4227864000	672.6996008	199550	0	2500000	3
84	1	4227867000	672.7996008	199550	90	2500000	3
85	1	4247785000	772.4994818	508050	0	2500000	3
86	1	4247787000	772.5994819	508050	90	2500000	3
87	1	4265120000	889.4993226	331655	0	2500000	3
88	1	4265123000	889.5993227	331655	90	2500000	3
89	1	4280035000	1025.99911	27510	0	2500000	3
90	1	4280037000	1025.999111	27510	90	2500000	3
